dataset,split,label,filename,relative_path,extension,duration_sec,fps,width,height,codec,nb_frames,size_mb,bitrate_kbps,error
hockeyFights,all,Violence,fi268_xvid.mp4,hockeyFights/fights/fi268_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.24,1260.1,
hockeyFights,all,Violence,fi269_xvid.mp4,hockeyFights/fights/fi269_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1204.0,
hockeyFights,all,Violence,fi26_xvid.mp4,hockeyFights/fights/fi26_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1012.6,
hockeyFights,all,Violence,fi270_xvid.mp4,hockeyFights/fights/fi270_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1149.4,
hockeyFights,all,Violence,fi271_xvid.mp4,hockeyFights/fights/fi271_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1214.6,
hockeyFights,all,Violence,fi272_xvid.mp4,hockeyFights/fights/fi272_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1165.8,
hockeyFights,all,Violence,fi273_xvid.mp4,hockeyFights/fights/fi273_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1218.4,
hockeyFights,all,Violence,fi274_xvid.mp4,hockeyFights/fights/fi274_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1231.4,
hockeyFights,all,Violence,fi275_xvid.mp4,hockeyFights/fights/fi275_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.24,1261.5,
hockeyFights,all,Violence,fi276_xvid.mp4,hockeyFights/fights/fi276_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.24,1235.9,
hockeyFights,all,Violence,fi277_xvid.mp4,hockeyFights/fights/fi277_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1134.0,
hockeyFights,all,Violence,fi278_xvid.mp4,hockeyFights/fights/fi278_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1159.0,
hockeyFights,all,Violence,fi279_xvid.mp4,hockeyFights/fights/fi279_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1021.0,
hockeyFights,all,Violence,fi27_xvid.mp4,hockeyFights/fights/fi27_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1035.0,
hockeyFights,all,Violence,fi280_xvid.mp4,hockeyFights/fights/fi280_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,975.1,
hockeyFights,all,Violence,fi281_xvid.mp4,hockeyFights/fights/fi281_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1064.0,
hockeyFights,all,Violence,fi282_xvid.mp4,hockeyFights/fights/fi282_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1087.9,
hockeyFights,all,Violence,fi283_xvid.mp4,hockeyFights/fights/fi283_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1013.6,
hockeyFights,all,Violence,fi284_xvid.mp4,hockeyFights/fights/fi284_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1019.6,
hockeyFights,all,Violence,fi285_xvid.mp4,hockeyFights/fights/fi285_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,995.7,
hockeyFights,all,Violence,fi286_xvid.mp4,hockeyFights/fights/fi286_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,997.1,
hockeyFights,all,Violence,fi287_xvid.mp4,hockeyFights/fights/fi287_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1005.9,
hockeyFights,all,Violence,fi288_xvid.mp4,hockeyFights/fights/fi288_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1020.0,
hockeyFights,all,Violence,fi289_xvid.mp4,hockeyFights/fights/fi289_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1078.4,
hockeyFights,all,Violence,fi28_xvid.mp4,hockeyFights/fights/fi28_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1069.3,
hockeyFights,all,Violence,fi290_xvid.mp4,hockeyFights/fights/fi290_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1006.4,
hockeyFights,all,Violence,fi291_xvid.mp4,hockeyFights/fights/fi291_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.17,890.6,
hockeyFights,all,Violence,fi292_xvid.mp4,hockeyFights/fights/fi292_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,953.6,
hockeyFights,all,Violence,fi293_xvid.mp4,hockeyFights/fights/fi293_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,968.5,
hockeyFights,all,Violence,fi294_xvid.mp4,hockeyFights/fights/fi294_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1056.4,
hockeyFights,all,Violence,fi295_xvid.mp4,hockeyFights/fights/fi295_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1046.4,
hockeyFights,all,Violence,fi296_xvid.mp4,hockeyFights/fights/fi296_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1054.0,
hockeyFights,all,Violence,fi297_xvid.mp4,hockeyFights/fights/fi297_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1047.6,
hockeyFights,all,Violence,fi298_xvid.mp4,hockeyFights/fights/fi298_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1097.3,
hockeyFights,all,Violence,fi299_xvid.mp4,hockeyFights/fights/fi299_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1058.8,
hockeyFights,all,Violence,fi29_xvid.mp4,hockeyFights/fights/fi29_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1050.1,
hockeyFights,all,Violence,fi2_xvid.mp4,hockeyFights/fights/fi2_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1172.3,
hockeyFights,all,Violence,fi300_xvid.mp4,hockeyFights/fights/fi300_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1193.7,
hockeyFights,all,Violence,fi301_xvid.mp4,hockeyFights/fights/fi301_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1142.9,
hockeyFights,all,Violence,fi302_xvid.mp4,hockeyFights/fights/fi302_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1149.3,
hockeyFights,all,Violence,fi303_xvid.mp4,hockeyFights/fights/fi303_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1105.6,
hockeyFights,all,Violence,fi304_xvid.mp4,hockeyFights/fights/fi304_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1172.4,
hockeyFights,all,Violence,fi305_xvid.mp4,hockeyFights/fights/fi305_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1174.9,
hockeyFights,all,Violence,fi306_xvid.mp4,hockeyFights/fights/fi306_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1014.0,
hockeyFights,all,Violence,fi307_xvid.mp4,hockeyFights/fights/fi307_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1085.8,
hockeyFights,all,Violence,fi308_xvid.mp4,hockeyFights/fights/fi308_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1062.0,
hockeyFights,all,Violence,fi309_xvid.mp4,hockeyFights/fights/fi309_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1104.0,
hockeyFights,all,Violence,fi30_xvid.mp4,hockeyFights/fights/fi30_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1027.8,
hockeyFights,all,Violence,fi310_xvid.mp4,hockeyFights/fights/fi310_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1118.6,
hockeyFights,all,Violence,fi311_xvid.mp4,hockeyFights/fights/fi311_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1147.1,
hockeyFights,all,Violence,fi312_xvid.mp4,hockeyFights/fights/fi312_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1107.1,
hockeyFights,all,Violence,fi313_xvid.mp4,hockeyFights/fights/fi313_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1160.1,
hockeyFights,all,Violence,fi314_xvid.mp4,hockeyFights/fights/fi314_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1112.0,
hockeyFights,all,Violence,fi315_xvid.mp4,hockeyFights/fights/fi315_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1079.7,
hockeyFights,all,Violence,fi316_xvid.mp4,hockeyFights/fights/fi316_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1103.2,
hockeyFights,all,Violence,fi317_xvid.mp4,hockeyFights/fights/fi317_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1079.0,
hockeyFights,all,Violence,fi318_xvid.mp4,hockeyFights/fights/fi318_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1080.1,
hockeyFights,all,Violence,fi319_xvid.mp4,hockeyFights/fights/fi319_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1108.0,
hockeyFights,all,Violence,fi31_xvid.mp4,hockeyFights/fights/fi31_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1140.0,
hockeyFights,all,Violence,fi320_xvid.mp4,hockeyFights/fights/fi320_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1112.8,
hockeyFights,all,Violence,fi321_xvid.mp4,hockeyFights/fights/fi321_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1136.4,
hockeyFights,all,Violence,fi322_xvid.mp4,hockeyFights/fights/fi322_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1116.3,
hockeyFights,all,Violence,fi323_xvid.mp4,hockeyFights/fights/fi323_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1177.7,
hockeyFights,all,Violence,fi324_xvid.mp4,hockeyFights/fights/fi324_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1193.8,
hockeyFights,all,Violence,fi325_xvid.mp4,hockeyFights/fights/fi325_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1184.9,
hockeyFights,all,Violence,fi326_xvid.mp4,hockeyFights/fights/fi326_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1132.2,
hockeyFights,all,Violence,fi327_xvid.mp4,hockeyFights/fights/fi327_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1208.2,
hockeyFights,all,Violence,fi328_xvid.mp4,hockeyFights/fights/fi328_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.24,1233.8,
hockeyFights,all,Violence,fi329_xvid.mp4,hockeyFights/fights/fi329_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.24,1276.5,
hockeyFights,all,Violence,fi32_xvid.mp4,hockeyFights/fights/fi32_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1078.7,
hockeyFights,all,Violence,fi330_xvid.mp4,hockeyFights/fights/fi330_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.24,1266.8,
hockeyFights,all,Violence,fi331_xvid.mp4,hockeyFights/fights/fi331_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.24,1250.8,
hockeyFights,all,Violence,fi332_xvid.mp4,hockeyFights/fights/fi332_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.24,1237.9,
hockeyFights,all,Violence,fi333_xvid.mp4,hockeyFights/fights/fi333_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1142.9,
hockeyFights,all,Violence,fi334_xvid.mp4,hockeyFights/fights/fi334_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.24,1242.3,
hockeyFights,all,Violence,fi335_xvid.mp4,hockeyFights/fights/fi335_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.24,1236.0,
hockeyFights,all,Violence,fi336_xvid.mp4,hockeyFights/fights/fi336_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1226.5,
hockeyFights,all,Violence,fi337_xvid.mp4,hockeyFights/fights/fi337_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.24,1237.5,
hockeyFights,all,Violence,fi338_xvid.mp4,hockeyFights/fights/fi338_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1158.2,
hockeyFights,all,Violence,fi339_xvid.mp4,hockeyFights/fights/fi339_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1088.0,
hockeyFights,all,Violence,fi33_xvid.mp4,hockeyFights/fights/fi33_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1110.8,
hockeyFights,all,Violence,fi340_xvid.mp4,hockeyFights/fights/fi340_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1097.9,
hockeyFights,all,Violence,fi341_xvid.mp4,hockeyFights/fights/fi341_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1105.0,
hockeyFights,all,Violence,fi342_xvid.mp4,hockeyFights/fights/fi342_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1126.5,
hockeyFights,all,Violence,fi343_xvid.mp4,hockeyFights/fights/fi343_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1034.1,
hockeyFights,all,Violence,fi344_xvid.mp4,hockeyFights/fights/fi344_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1062.5,
hockeyFights,all,Violence,fi345_xvid.mp4,hockeyFights/fights/fi345_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1123.0,
hockeyFights,all,Violence,fi346_xvid.mp4,hockeyFights/fights/fi346_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1171.6,
hockeyFights,all,Violence,fi347_xvid.mp4,hockeyFights/fights/fi347_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1147.3,
hockeyFights,all,Violence,fi348_xvid.mp4,hockeyFights/fights/fi348_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1087.2,
hockeyFights,all,Violence,fi349_xvid.mp4,hockeyFights/fights/fi349_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1173.1,
hockeyFights,all,Violence,fi34_xvid.mp4,hockeyFights/fights/fi34_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1129.3,
hockeyFights,all,Violence,fi350_xvid.mp4,hockeyFights/fights/fi350_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1185.9,
hockeyFights,all,Violence,fi351_xvid.mp4,hockeyFights/fights/fi351_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1118.9,
hockeyFights,all,Violence,fi352_xvid.mp4,hockeyFights/fights/fi352_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1016.4,
hockeyFights,all,Violence,fi353_xvid.mp4,hockeyFights/fights/fi353_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1106.3,
hockeyFights,all,Violence,fi354_xvid.mp4,hockeyFights/fights/fi354_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1044.3,
hockeyFights,all,Violence,fi355_xvid.mp4,hockeyFights/fights/fi355_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,982.6,
hockeyFights,all,Violence,fi356_xvid.mp4,hockeyFights/fights/fi356_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,959.7,
hockeyFights,all,Violence,fi357_xvid.mp4,hockeyFights/fights/fi357_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.17,916.3,
hockeyFights,all,Violence,fi358_xvid.mp4,hockeyFights/fights/fi358_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1001.4,
hockeyFights,all,Violence,fi359_xvid.mp4,hockeyFights/fights/fi359_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.17,877.8,
hockeyFights,all,Violence,fi35_xvid.mp4,hockeyFights/fights/fi35_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1179.6,
hockeyFights,all,Violence,fi360_xvid.mp4,hockeyFights/fights/fi360_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,993.8,
hockeyFights,all,Violence,fi361_xvid.mp4,hockeyFights/fights/fi361_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1017.0,
hockeyFights,all,Violence,fi362_xvid.mp4,hockeyFights/fights/fi362_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,963.8,
hockeyFights,all,Violence,fi363_xvid.mp4,hockeyFights/fights/fi363_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,931.7,
hockeyFights,all,Violence,fi364_xvid.mp4,hockeyFights/fights/fi364_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,930.4,
hockeyFights,all,Violence,fi365_xvid.mp4,hockeyFights/fights/fi365_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1041.5,
hockeyFights,all,Violence,fi366_xvid.mp4,hockeyFights/fights/fi366_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1132.8,
hockeyFights,all,Violence,fi367_xvid.mp4,hockeyFights/fights/fi367_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1071.0,
hockeyFights,all,Violence,fi368_xvid.mp4,hockeyFights/fights/fi368_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1027.1,
hockeyFights,all,Violence,fi369_xvid.mp4,hockeyFights/fights/fi369_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,981.0,
hockeyFights,all,Violence,fi36_xvid.mp4,hockeyFights/fights/fi36_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1133.1,
hockeyFights,all,Violence,fi370_xvid.mp4,hockeyFights/fights/fi370_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1058.8,
hockeyFights,all,Violence,fi371_xvid.mp4,hockeyFights/fights/fi371_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,994.3,
hockeyFights,all,Violence,fi372_xvid.mp4,hockeyFights/fights/fi372_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1027.6,
hockeyFights,all,Violence,fi373_xvid.mp4,hockeyFights/fights/fi373_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,998.0,
hockeyFights,all,Violence,fi374_xvid.mp4,hockeyFights/fights/fi374_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1004.5,
hockeyFights,all,Violence,fi375_xvid.mp4,hockeyFights/fights/fi375_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,984.4,
hockeyFights,all,Violence,fi376_xvid.mp4,hockeyFights/fights/fi376_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1032.1,
hockeyFights,all,Violence,fi377_xvid.mp4,hockeyFights/fights/fi377_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1009.5,
hockeyFights,all,Violence,fi378_xvid.mp4,hockeyFights/fights/fi378_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1061.7,
hockeyFights,all,Violence,fi379_xvid.mp4,hockeyFights/fights/fi379_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1110.8,
hockeyFights,all,Violence,fi37_xvid.mp4,hockeyFights/fights/fi37_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1119.0,
hockeyFights,all,Violence,fi380_xvid.mp4,hockeyFights/fights/fi380_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1121.7,
hockeyFights,all,Violence,fi381_xvid.mp4,hockeyFights/fights/fi381_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1054.2,
hockeyFights,all,Violence,fi382_xvid.mp4,hockeyFights/fights/fi382_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1114.8,
hockeyFights,all,Violence,fi383_xvid.mp4,hockeyFights/fights/fi383_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1013.9,
hockeyFights,all,Violence,fi384_xvid.mp4,hockeyFights/fights/fi384_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1133.3,
hockeyFights,all,Violence,fi385_xvid.mp4,hockeyFights/fights/fi385_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1089.1,
hockeyFights,all,Violence,fi386_xvid.mp4,hockeyFights/fights/fi386_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1086.2,
hockeyFights,all,Violence,fi387_xvid.mp4,hockeyFights/fights/fi387_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.17,886.4,
hockeyFights,all,Violence,fi388_xvid.mp4,hockeyFights/fights/fi388_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1120.3,
hockeyFights,all,Violence,fi389_xvid.mp4,hockeyFights/fights/fi389_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1127.2,
hockeyFights,all,Violence,fi38_xvid.mp4,hockeyFights/fights/fi38_xvid.mp4,.mp4,1.64,25.0,360,288,mpeg4,41,0.22,1107.2,
hockeyFights,all,Violence,fi390_xvid.mp4,hockeyFights/fights/fi390_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1091.4,
hockeyFights,all,Violence,fi391_xvid.mp4,hockeyFights/fights/fi391_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1127.2,
hockeyFights,all,Violence,fi392_xvid.mp4,hockeyFights/fights/fi392_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1059.0,
hockeyFights,all,Violence,fi393_xvid.mp4,hockeyFights/fights/fi393_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1059.3,
hockeyFights,all,Violence,fi394_xvid.mp4,hockeyFights/fights/fi394_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1065.7,
hockeyFights,all,Violence,fi395_xvid.mp4,hockeyFights/fights/fi395_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1044.0,
hockeyFights,all,Violence,fi396_xvid.mp4,hockeyFights/fights/fi396_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1097.3,
hockeyFights,all,Violence,fi397_xvid.mp4,hockeyFights/fights/fi397_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1107.3,
hockeyFights,all,Violence,fi398_xvid.mp4,hockeyFights/fights/fi398_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1072.1,
hockeyFights,all,Violence,fi399_xvid.mp4,hockeyFights/fights/fi399_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1176.7,
hockeyFights,all,Violence,fi39_xvid.mp4,hockeyFights/fights/fi39_xvid.mp4,.mp4,1.64,25.0,360,288,mpeg4,41,0.23,1180.5,
hockeyFights,all,Violence,fi3_xvid.mp4,hockeyFights/fights/fi3_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1212.1,
hockeyFights,all,Violence,fi400_xvid.mp4,hockeyFights/fights/fi400_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1030.3,
hockeyFights,all,Violence,fi401_xvid.mp4,hockeyFights/fights/fi401_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1174.0,
hockeyFights,all,Violence,fi402_xvid.mp4,hockeyFights/fights/fi402_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1188.7,
hockeyFights,all,Violence,fi403_xvid.mp4,hockeyFights/fights/fi403_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1144.0,
hockeyFights,all,Violence,fi404_xvid.mp4,hockeyFights/fights/fi404_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1116.1,
hockeyFights,all,Violence,fi405_xvid.mp4,hockeyFights/fights/fi405_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1056.4,
hockeyFights,all,Violence,fi406_xvid.mp4,hockeyFights/fights/fi406_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.2,1032.1,
hockeyFights,all,Violence,fi407_xvid.mp4,hockeyFights/fights/fi407_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1087.3,
hockeyFights,all,Violence,fi408_xvid.mp4,hockeyFights/fights/fi408_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1206.0,
hockeyFights,all,Violence,fi409_xvid.mp4,hockeyFights/fights/fi409_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.19,1002.4,
hockeyFights,all,Violence,fi40_xvid.mp4,hockeyFights/fights/fi40_xvid.mp4,.mp4,1.64,25.0,360,288,mpeg4,41,0.21,1099.3,
hockeyFights,all,Violence,fi410_xvid.mp4,hockeyFights/fights/fi410_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1171.7,
hockeyFights,all,Violence,fi411_xvid.mp4,hockeyFights/fights/fi411_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1185.4,
hockeyFights,all,Violence,fi412_xvid.mp4,hockeyFights/fights/fi412_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.21,1105.7,
hockeyFights,all,Violence,fi413_xvid.mp4,hockeyFights/fights/fi413_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.22,1134.2,
hockeyFights,all,Violence,fi414_xvid.mp4,hockeyFights/fights/fi414_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1183.7,
hockeyFights,all,Violence,fi415_xvid.mp4,hockeyFights/fights/fi415_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.23,1182.6,
hockeyFights,all,Violence,fi416_xvid.mp4,hockeyFights/fights/fi416_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.17,900.4,
hockeyFights,all,Violence,fi417_xvid.mp4,hockeyFights/fights/fi417_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.16,856.8,
hockeyFights,all,Violence,fi418_xvid.mp4,hockeyFights/fights/fi418_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.17,881.1,
hockeyFights,all,Violence,fi419_xvid.mp4,hockeyFights/fights/fi419_xvid.mp4,.mp4,1.6,25.0,360,288,mpeg4,40,0.18,949.9,
hockeyFights,all,Violence,fi41_xvid.mp4,hockeyFights/fights/fi41_xvid.mp4,.mp4,1.64,25.0,360,288,mpeg4,41,0.21,1063.3,
